id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_kelamin,jumlah_bayi,satuan,tahun
189,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,7888,ORANG,2020
190,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,7774,ORANG,2020
191,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,19897,ORANG,2020
192,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,19556,ORANG,2020
193,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,34644,ORANG,2020
194,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,33990,ORANG,2020
195,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,13317,ORANG,2020
196,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,12888,ORANG,2020
197,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,2712,ORANG,2020
198,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,2600,ORANG,2020
199,32,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,7991,ORANG,2020
200,32,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,7929,ORANG,2020
201,32,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,2455,ORANG,2020
202,32,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,2336,ORANG,2020
203,32,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,18302,ORANG,2020
204,32,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,19388,ORANG,2020
205,32,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,2410,ORANG,2020
206,32,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,2320,ORANG,2020
207,32,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,22178,ORANG,2020
208,32,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,21972,ORANG,2020
209,32,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,20023,ORANG,2020
210,32,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,19122,ORANG,2020
211,32,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,4700,ORANG,2020
212,32,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,4489,ORANG,2020
213,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,5176,ORANG,2020
214,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,5113,ORANG,2020
215,32,JAWA BARAT,3279,KOTA BANJAR,LAKI-LAKI,1232,ORANG,2020
216,32,JAWA BARAT,3279,KOTA BANJAR,PEREMPUAN,1180,ORANG,2020
217,32,JAWA BARAT,3201,KABUPATEN BOGOR,LAKI-LAKI,52231,ORANG,2021
218,32,JAWA BARAT,3201,KABUPATEN BOGOR,PEREMPUAN,52015,ORANG,2021
219,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAKI-LAKI,12957,ORANG,2021
220,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEREMPUAN,11849,ORANG,2021
221,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LAKI-LAKI,1529,ORANG,2021
222,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEREMPUAN,1504,ORANG,2021
223,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LAKI-LAKI,29314,ORANG,2021
224,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEREMPUAN,28848,ORANG,2021
225,32,JAWA BARAT,3205,KABUPATEN GARUT,LAKI-LAKI,16964,ORANG,2021
226,32,JAWA BARAT,3205,KABUPATEN GARUT,PEREMPUAN,15996,ORANG,2021
227,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,14103,ORANG,2021
228,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEREMPUAN,13537,ORANG,2021
229,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LAKI-LAKI,8316,ORANG,2021
230,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEREMPUAN,7818,ORANG,2021
231,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAKI-LAKI,8847,ORANG,2021
232,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEREMPUAN,8341,ORANG,2021
233,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAKI-LAKI,21124,ORANG,2021
234,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEREMPUAN,20372,ORANG,2021
235,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,8946,ORANG,2021
236,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEREMPUAN,8697,ORANG,2021
237,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAKI-LAKI,7859,ORANG,2021
238,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEREMPUAN,7522,ORANG,2021
239,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAKI-LAKI,10528,ORANG,2021
240,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEREMPUAN,10096,ORANG,2021
241,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAKI-LAKI,14625,ORANG,2021
242,32,JAWA BARAT,3213,KABUPATEN SUBANG,PEREMPUAN,14209,ORANG,2021
243,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,8175,ORANG,2021
244,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,8097,ORANG,2021
245,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,19897,ORANG,2021
246,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,18818,ORANG,2021
247,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,30226,ORANG,2021
248,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,29894,ORANG,2021
249,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,10620,ORANG,2021
250,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,10312,ORANG,2021
251,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,2592,ORANG,2021
252,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,2538,ORANG,2021
253,32,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,8027,ORANG,2021
254,32,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,7614,ORANG,2021
255,32,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,2310,ORANG,2021
256,32,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,2249,ORANG,2021
257,32,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,17856,ORANG,2021
258,32,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,18927,ORANG,2021
259,32,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,2410,ORANG,2021
260,32,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,2320,ORANG,2021
261,32,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,21939,ORANG,2021
262,32,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,21525,ORANG,2021
263,32,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,20059,ORANG,2021
264,32,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,19484,ORANG,2021
265,32,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,4688,ORANG,2021
266,32,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,4456,ORANG,2021
267,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,5221,ORANG,2021
268,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,5044,ORANG,2021
269,32,JAWA BARAT,3279,KOTA BANJAR,LAKI-LAKI,1084,ORANG,2021
270,32,JAWA BARAT,3279,KOTA BANJAR,PEREMPUAN,1059,ORANG,2021
271,32,JAWA BARAT,3201,KABUPATEN BOGOR,LAKI-LAKI,52247,ORANG,2022
272,32,JAWA BARAT,3201,KABUPATEN BOGOR,PEREMPUAN,51395,ORANG,2022
273,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAKI-LAKI,18713,ORANG,2022
274,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEREMPUAN,17892,ORANG,2022
275,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LAKI-LAKI,18768,ORANG,2022
276,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEREMPUAN,28091,ORANG,2022
277,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LAKI-LAKI,31271,ORANG,2022
278,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEREMPUAN,30509,ORANG,2022
279,32,JAWA BARAT,3205,KABUPATEN GARUT,LAKI-LAKI,21062,ORANG,2022
280,32,JAWA BARAT,3205,KABUPATEN GARUT,PEREMPUAN,20331,ORANG,2022
281,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,14611,ORANG,2022
282,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEREMPUAN,13923,ORANG,2022
283,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LAKI-LAKI,9140,ORANG,2022
284,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEREMPUAN,8628,ORANG,2022
285,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAKI-LAKI,8587,ORANG,2022
286,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEREMPUAN,8044,ORANG,2022
287,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAKI-LAKI,22861,ORANG,2022
288,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEREMPUAN,21724,ORANG,2022
289,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,8712,ORANG,2022
290,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEREMPUAN,8420,ORANG,2022
291,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAKI-LAKI,8652,ORANG,2022
292,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEREMPUAN,8254,ORANG,2022
293,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAKI-LAKI,11851,ORANG,2022
294,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEREMPUAN,11764,ORANG,2022
295,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAKI-LAKI,12122,ORANG,2022
296,32,JAWA BARAT,3213,KABUPATEN SUBANG,PEREMPUAN,11938,ORANG,2022
297,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,8078,ORANG,2022
298,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,7792,ORANG,2022
299,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,20234,ORANG,2022
300,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,20009,ORANG,2022
301,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,35152,ORANG,2022
302,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,35532,ORANG,2022
303,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,14975,ORANG,2022
304,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,14387,ORANG,2022
305,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,2800,ORANG,2022
306,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,2716,ORANG,2022
307,32,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,8512,ORANG,2022
308,32,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,8314,ORANG,2022
309,32,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,2626,ORANG,2022
310,32,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,2432,ORANG,2022
311,32,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,17832,ORANG,2022
312,32,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,17533,ORANG,2022
313,32,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,2126,ORANG,2022
314,32,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,2042,ORANG,2022
315,32,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,23845,ORANG,2022
316,32,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,23928,ORANG,2022
317,32,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,21752,ORANG,2022
318,32,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,21314,ORANG,2022
319,32,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,4718,ORANG,2022
320,32,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,4640,ORANG,2022
321,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,5222,ORANG,2022
322,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,5163,ORANG,2022
323,32,JAWA BARAT,3279,KOTA BANJAR,LAKI-LAKI,1508,ORANG,2022
324,32,JAWA BARAT,3279,KOTA BANJAR,PEREMPUAN,1392,ORANG,2022
325,32,JAWA BARAT,3201,KABUPATEN BOGOR,LAKI-LAKI,53504,ORANG,2023
326,32,JAWA BARAT,3201,KABUPATEN BOGOR,PEREMPUAN,53505,ORANG,2023
327,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAKI-LAKI,19769,ORANG,2023
328,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEREMPUAN,19618,ORANG,2023
329,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LAKI-LAKI,18780,ORANG,2023
330,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEREMPUAN,18286,ORANG,2023
331,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LAKI-LAKI,31637,ORANG,2023
332,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEREMPUAN,30920,ORANG,2023
333,32,JAWA BARAT,3205,KABUPATEN GARUT,LAKI-LAKI,21148,ORANG,2023
334,32,JAWA BARAT,3205,KABUPATEN GARUT,PEREMPUAN,21152,ORANG,2023
335,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,11742,ORANG,2023
336,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEREMPUAN,11757,ORANG,2023
337,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LAKI-LAKI,8187,ORANG,2023
338,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEREMPUAN,7717,ORANG,2023
339,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAKI-LAKI,7921,ORANG,2023
340,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEREMPUAN,7559,ORANG,2023
341,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAKI-LAKI,21023,ORANG,2023
342,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEREMPUAN,20815,ORANG,2023
343,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,8417,ORANG,2023
344,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEREMPUAN,8153,ORANG,2023
345,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAKI-LAKI,7919,ORANG,2023
346,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEREMPUAN,7925,ORANG,2023
347,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAKI-LAKI,12296,ORANG,2023
348,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEREMPUAN,12146,ORANG,2023
349,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAKI-LAKI,11125,ORANG,2023
350,32,JAWA BARAT,3213,KABUPATEN SUBANG,PEREMPUAN,10786,ORANG,2023
351,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,7963,ORANG,2023
352,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,8102,ORANG,2023
353,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,18762,ORANG,2023
354,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,18721,ORANG,2023
355,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,38217,ORANG,2023
356,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,37865,ORANG,2023
357,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,13335,ORANG,2023
358,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,13342,ORANG,2023
359,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,2610,ORANG,2023
360,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,2624,ORANG,2023
361,32,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,8741,ORANG,2023
362,32,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,8476,ORANG,2023
363,32,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,2630,ORANG,2023
364,32,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,2452,ORANG,2023
365,32,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,15845,ORANG,2023
366,32,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,15850,ORANG,2023
367,32,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,2183,ORANG,2023
368,32,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,1987,ORANG,2023
369,32,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,21420,ORANG,2023
370,32,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,21489,ORANG,2023
371,32,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,21325,ORANG,2023
372,32,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,21064,ORANG,2023
373,32,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,4653,ORANG,2023
374,32,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,4529,ORANG,2023
375,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,5230,ORANG,2023
376,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,5187,ORANG,2023
377,32,JAWA BARAT,3279,KOTA BANJAR,LAKI-LAKI,1370,ORANG,2023
378,32,JAWA BARAT,3279,KOTA BANJAR,PEREMPUAN,1260,ORANG,2023
